  Event Name,       Type,     Event ID,    Version,    Channel,      Level,     Opcode,       Task,            Keyword,        PID,        TID,     Processor Number,  Instance ID,   Parent Instance ID,                              Activity ID,                      Related Activity ID,           Clock-Time, Kernel(ms),   User(ms), User Data
  EventTrace,     Header,            0,          2,          0,          0,          0,          0, 0x0000000000000000, 0x00005014, 0x00004D14,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134313420713385310,         60,          0,     8192, 83951626,    26220,       24, 134313421571466460,   156250,        0, 0x0,        3,        1,        8,        0,     3072, 0xA, 0x7, 134313418425000000,         10000000, 134313420713385310, 0x1,        0, "HidLampTrace", "C:\Users\Krushna\AppData\Local\Temp\claude\hidtool\hid_etw_trace.etl"
  EventTrace, PartitionInfoExtensionV2,            0,          2,          0,          0,         80,          0, 0x0000000000000000, 0x00005014, 0x00004D14,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134313420713385310,         60,          0,      0,      0,        0,                0, "", "",  0x00000000000000000000000000000000000000000000000000000000
Microsoft-Windows-Input-HIDCLASS,     Start ,            1,          0,         16,          4,          1,          1, 0x0000000000000001, 0x00005014, 0x00004D14,                    0,             ,                     ,   {aa3100be-2d57-0000-0661-35aa572ddd01},                                         ,   134313420713414540,         60,          0, DataSize=0
Microsoft-Windows-Input-HIDCLASS, Information ,            3,          2,         16,          4,         10,          0, 0x0000000000000001, 0x00005014, 0x00004D14,                    0,             ,                     ,   {aa3100be-2d57-0000-0661-35aa572ddd01},                                         ,   134313420713414566,         60,          0, 0x0, 0xB05, 0x19B6, 0x216, "USB\VID_0B05&PID_19B6&MI_01\6&2b745301&1&0001", "USB Input Device", "HidUsb", "", "",        1, 0x147, 0x05590901A10185010902A1020903150027FFFF000075109501B10309040905090609070908150027FFFFFF7F75209505B103C085020920A1020921150027FFFF000075109501B102C085030922A1020921150027FFFF000075109501B10209230924092509270926150027FFFFFF7F75209505B10209280929092A092B092C092D150026FF0075089506B102C085040950A102090309551500250875089502B1020921150027FFFF000075109508B10209510952095309540951095209530954095109520953095409510952095309540951095209530954095109520953095409510952095309540951095209530954150026FF0075089520B102C085050960A10209551500250875089501B10209610962150027FFFF000075109502B1020951095209530954150026FF0075089504B102C085060970A10209711500250175089501B102C0C0, "D0 ",     2016,        2, 0xC92A69C000,                0,                0,                0,                0,                0,        1,     89,      1,        1, 0xC92A69C000,                0,                0,                0,                0,                0,                0
Microsoft-Windows-Input-HIDCLASS, Information ,            3,          2,         16,          4,         10,          0, 0x0000000000000001, 0x00005014, 0x00004D14,                    0,             ,                     ,   {aa3100be-2d57-0000-0661-35aa572ddd01},                                         ,   134313420713414587,         60,          0, 0x0, 0xB05, 0x19B6, 0x216, "USB\VID_0B05&PID_19B6&MI_00\6&2b745301&1&0000", "USB Input Device", "HidUsb", "", "",        9, 0x1A3, 0x0689FF0910A10185A50901150026FF0075089510B100C005010906A101850175019508050719E029E7150025018102950175088103950575010508190129059102950175039103050719002AFF00150026FF00951E750881000507190029DF1500250195E075018102C00631FF0976A101855A19002AFF00150026FF0075089505810019002AFF00150026FF007508953FB100C00631FF0979A101855D19002AFF00150026FF007508951F810019002AFF00150026FF007508953FB10019002AFF00150026FF007508953F9102C0050C0901A101850219002A3C021500263C02751095018100C00501090CA10185031500250109C69501750181067507810309C77501910275079103C005010902A1018505750195080509190129051500250195057501810295017503810305010930093109381581257F750895038106C005010980A10185041981298315002501950875018102C00682FF09CFA10185C10962150026FF007508953CB1020966150026FF007508951081020961150026FF007508953C910285C2098A150026FF00750895108102098E150026FF00750895109102C0, "D0 ",     2016,       21, 0x1DD2D5832269CF0,              614,              614,              614,               12,              614,        1,  65417,     16,        0, 0xC92A69C000,                0,                0,                0,                0,                0,                0,        2,      1,      6,        1, 0x1DD2D58322600AD,              268,              268,              268,                6,              268,              268,        3,  65329,    118,        1, 0xC92A69C000,                0,                0,                0,                0,                0,                0,        4,  65329,    121,       10, 0x1DD2D5832269CF0,              309,              309,              309,                6,              309,              309,        5,     12,      1,        3, 0xC92A69C000,                0,                0,                0,                0,                0,                0,        6,      1,     12,        2, 0xC92A69C000,                0,                0,                0,                0,                0,                0,        7,      1,      2,        1, 0xC92A69C000,                0,                0,                0,                0,                0,                0,        8,      1,    128,        1, 0xC92A69C000,                0,                0,                0,                0,                0,                0,        9,  65410,    207,        1, 0xC92A69C000,                0,                0,                0,                0,                0,                0
Microsoft-Windows-Input-HIDCLASS, Information ,            3,          2,         16,          4,         10,          0, 0x0000000000000001, 0x00005014, 0x00004D14,                    0,             ,                     ,   {aa3100be-2d57-0000-0661-35aa572ddd01},                                         ,   134313420713414606,         60,          0, 0x0, 0x2808, 0x219, 0x501, "ACPI\ASUF1209\4&20b4dc47&0", "I2C HID Device", "hidi2c", "mshidkmdf ", "",        5, 0x2FC, 0x05010902A10185010901A100050919012902150025017501950281029506810305010930093109381581257F750895038106C0C0050D0905A1018504050D0922A1020947094215002501750195028102950281030951250575049501810205010930550D65111500269A123500469E397510950181020931468025261B0C8102C0050D0922A1020947094215002501750195028102950281030951250575049501810205010930550D65111500269A123500469E397510950181020931468025261B0C8102C0050D0922A1020947094215002501750195028102950281030951250575049501810205010930550D65111500269A123500469E397510950181020931468025261B0C8102C0050D0922A1020947094215002501750195028102950281030951250575049501810205010930550D65111500269A123500469E397510950181020931468025261B0C8102C0050D0922A1020947094215002501750195028102950281030951250575049501810205010930550D65111500269A123500469E397510950181020931468025261B0C8102C0050D0956550C660110350047FFFF0000150027FFFF0000751095018102050D0954150025057508950181020509090115002501750195018102950781030601FF091F150026FF0075209501810309027510950181030903751095018103090475109501810309057510950181030906751095018103092075209501810309217508950181030914750895018103050D095509591500250F750495028502B102050D096015002501750195018507B1029507B1030600FF09C5150026FF0075089600018508B102850D09C5150026FF0075089504B102850C09C6250875089501B10209C726FF009520B102C0050D090EA10185030922A10209521500250A75089501B102C00922A1008505095709587501950215002503B1029506B103C0C00600FF09C7A1010600FF850B09C795807508B102855D0901950D75088106850E09C4150026FF0075089504B102C00600FF0901A101150026FF0075088506953F0901810209019102C0, "D0 ",     2016,        4, 0x1DD2D583113CF64,             2776,             2776,             2776,             2776,             2776,        1,      1,      2,        1, 0xC92A69C000,                0,                0,                0,                0,                0,                0,        2,     13,      5,        2, 0x1DD2D583113CF64,             2776,             2776,             2776,             2776,             2776,             2776,        3,     13,     14,        0, 0xC92A69C000,                0,                0,                0,                0,                0,                0,        4,  65280,    199,        0, 0xC92A69C000,                0,                0,                0,                0,                0,                0,        5,  65280,      1,        0, 0xC92A69C000,                0,                0,                0,                0,                0,                0
Microsoft-Windows-Input-HIDCLASS,      Stop ,            2,          0,         16,          4,          2,          1, 0x0000000000000001, 0x00005014, 0x00004D14,                    0,             ,                     ,   {aa3100be-2d57-0000-0661-35aa572ddd01},                                         ,   134313420713414617,         60,          0, DataSize=0
Microsoft-Windows-Input-HIDCLASS,     Start ,            1,          0,         16,          4,          1,          1, 0x0000000000000001, 0x00000E98, 0x000043FC,                   10,             ,                     ,   {aa3100be-2d57-000a-5cd5-35aa572ddd01},                                         ,   134313420715146863,         15,         45, DataSize=0
Microsoft-Windows-Input-HIDCLASS, Information ,            3,          2,         16,          4,         10,          0, 0x0000000000000001, 0x00000E98, 0x000043FC,                   10,             ,                     ,   {aa3100be-2d57-000a-5cd5-35aa572ddd01},                                         ,   134313420715146890,         15,         45, 0x0, 0xB05, 0x19B6, 0x216, "USB\VID_0B05&PID_19B6&MI_01\6&2b745301&1&0001", "USB Input Device", "HidUsb", "", "",        1, 0x147, 0x05590901A10185010902A1020903150027FFFF000075109501B10309040905090609070908150027FFFFFF7F75209505B103C085020920A1020921150027FFFF000075109501B102C085030922A1020921150027FFFF000075109501B10209230924092509270926150027FFFFFF7F75209505B10209280929092A092B092C092D150026FF0075089506B102C085040950A102090309551500250875089502B1020921150027FFFF000075109508B10209510952095309540951095209530954095109520953095409510952095309540951095209530954095109520953095409510952095309540951095209530954150026FF0075089520B102C085050960A10209551500250875089501B10209610962150027FFFF000075109502B1020951095209530954150026FF0075089504B102C085060970A10209711500250175089501B102C0C0, "D0 ",     2016,        2, 0xC92A69C000,                0,                0,                0,                0,                0,        1,     89,      1,        1, 0xC92A69C000,                0,                0,                0,                0,                0,                0
Microsoft-Windows-Input-HIDCLASS, Information ,            3,          2,         16,          4,         10,          0, 0x0000000000000001, 0x00000E98, 0x000043FC,                   10,             ,                     ,   {aa3100be-2d57-000a-5cd5-35aa572ddd01},                                         ,   134313420715146908,         15,         45, 0x0, 0xB05, 0x19B6, 0x216, "USB\VID_0B05&PID_19B6&MI_00\6&2b745301&1&0000", "USB Input Device", "HidUsb", "", "",        9, 0x1A3, 0x0689FF0910A10185A50901150026FF0075089510B100C005010906A101850175019508050719E029E7150025018102950175088103950575010508190129059102950175039103050719002AFF00150026FF00951E750881000507190029DF1500250195E075018102C00631FF0976A101855A19002AFF00150026FF0075089505810019002AFF00150026FF007508953FB100C00631FF0979A101855D19002AFF00150026FF007508951F810019002AFF00150026FF007508953FB10019002AFF00150026FF007508953F9102C0050C0901A101850219002A3C021500263C02751095018100C00501090CA10185031500250109C69501750181067507810309C77501910275079103C005010902A1018505750195080509190129051500250195057501810295017503810305010930093109381581257F750895038106C005010980A10185041981298315002501950875018102C00682FF09CFA10185C10962150026FF007508953CB1020966150026FF007508951081020961150026FF007508953C910285C2098A150026FF00750895108102098E150026FF00750895109102C0, "D0 ",     2016,       21, 0x1DD2D5832269CF0,              614,              614,              614,               12,              614,        1,  65417,     16,        0, 0xC92A69C000,                0,                0,                0,                0,                0,                0,        2,      1,      6,        1, 0x1DD2D58322600AD,              268,              268,              268,                6,              268,              268,        3,  65329,    118,        1, 0xC92A69C000,                0,                0,                0,                0,                0,                0,        4,  65329,    121,       10, 0x1DD2D5832269CF0,              309,              309,              309,                6,              309,              309,        5,     12,      1,        3, 0xC92A69C000,                0,                0,                0,                0,                0,                0,        6,      1,     12,        2, 0xC92A69C000,                0,                0,                0,                0,                0,                0,        7,      1,      2,        1, 0xC92A69C000,                0,                0,                0,                0,                0,                0,        8,      1,    128,        1, 0xC92A69C000,                0,                0,                0,                0,                0,                0,        9,  65410,    207,        1, 0xC92A69C000,                0,                0,                0,                0,                0,                0
