"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"01:52:07.2513954","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2476091, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2514023","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2476091, Length: 144"
"01:52:07.2514083","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2514310","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2514348","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2476235, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2514636","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2476235, Length: 108"
"01:52:07.2514689","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2514910","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2514940","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2476343, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2514981","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2476343, Length: 112"
"01:52:07.2515022","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2515180","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2515209","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2476455, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2515246","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2476455, Length: 118"
"01:52:07.2515289","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2515458","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2515487","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2476573, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2515524","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2476573, Length: 131"
"01:52:07.2515567","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2515720","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2515748","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2476704, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2515784","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2476704, Length: 76"
"01:52:07.2515826","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2515983","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2516013","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2476780, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2516050","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2476780, Length: 71"
"01:52:07.2516092","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2516242","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2516271","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2476851, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2516307","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2476851, Length: 72"
"01:52:07.2516350","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2516508","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2516536","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2476923, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2516572","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2476923, Length: 91"
"01:52:07.2516614","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2516765","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2516793","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2477014, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2516828","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2477014, Length: 72"
"01:52:07.2516870","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2517017","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2517045","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2477086, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2517080","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2477086, Length: 76"
"01:52:07.2517121","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2517267","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2517295","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2477162, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2517333","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2477162, Length: 71"
"01:52:07.2517374","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2517545","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2517577","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2477233, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2517613","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2477233, Length: 72"
"01:52:07.2517656","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2517810","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2517840","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2477305, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2517878","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2477305, Length: 91"
"01:52:07.2517932","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2518083","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2518112","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2477396, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2518151","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2477396, Length: 72"
"01:52:07.2518194","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2518432","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2518460","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2477468, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2518497","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2477468, Length: 137"
"01:52:07.2518548","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2518699","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2518727","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2477605, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2518765","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2477605, Length: 126"
"01:52:07.2518809","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2518966","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2518994","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2477731, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2519032","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2477731, Length: 148"
"01:52:07.2519074","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2519256","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2519285","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2477879, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2519323","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2477879, Length: 150"
"01:52:07.2519363","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2519522","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2519553","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2478029, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2519591","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2478029, Length: 138"
"01:52:07.2519666","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2519816","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2519847","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2478167, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2519885","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2478167, Length: 127"
"01:52:07.2520092","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2520523","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2520568","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2478294, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2520628","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2478294, Length: 158"
"01:52:07.2520715","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2521103","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2521276","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2478452, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2521353","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2478452, Length: 139"
"01:52:07.2521449","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2521942","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2521982","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2478591, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2522055","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2478591, Length: 140"
"01:52:07.2522111","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2522308","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2522343","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2478731, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2522385","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2478731, Length: 135"
"01:52:07.2522437","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2522601","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2522664","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2478866, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2522707","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2478866, Length: 137"
"01:52:07.2522751","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2522917","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2522947","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2479003, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2522985","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2479003, Length: 101"
"01:52:07.2523032","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2523188","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2523222","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2479104, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2523263","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2479104, Length: 103"
"01:52:07.2523309","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2523465","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2523494","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2479207, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2523532","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2479207, Length: 136"
"01:52:07.2523586","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2523744","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2523774","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2479343, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2523814","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2479343, Length: 120"
"01:52:07.2523857","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2524722","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2524784","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2479463, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2524826","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2479463, Length: 123"
"01:52:07.2524869","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2525380","LightingService.exe","6180","QueryOpen","C:\Program Files (x86)\LightingService\script\comet.eft","FAST IO DISALLOWED",""
"01:52:07.2525589","LightingService.exe","6180","CreateFile","C:\Program Files (x86)\LightingService\script\comet.eft","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"01:52:07.2525903","LightingService.exe","6180","QueryOpen","C:\Program Files (x86)\LightingService\script\rainbow.eft","FAST IO DISALLOWED",""
"01:52:07.2526111","LightingService.exe","6180","CreateFile","C:\Program Files (x86)\LightingService\script\rainbow.eft","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
