"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"01:52:07.2267991","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files\ASUS\AuraSDK\AuraSdk_x86.dll","SUCCESS","AllocationSize: 884736, EndOfFile: 882072, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2268066","LightingService.exe","6180","CreateFileMapping","C:\Program Files\ASUS\AuraSDK\AuraSdk_x86.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_READONLY"
"01:52:07.2268127","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files\ASUS\AuraSDK\AuraSdk_x86.dll","SUCCESS","AllocationSize: 884736, EndOfFile: 882072, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2268171","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files\ASUS\AuraSDK\AuraSdk_x86.dll","SUCCESS",""
"01:52:07.2268215","LightingService.exe","6180","CreateFileMapping","C:\Program Files\ASUS\AuraSDK\AuraSdk_x86.dll","SUCCESS","SyncType: SyncTypeOther"
"01:52:07.2268247","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files\ASUS\AuraSDK\AuraSdk_x86.dll","SUCCESS",""
"01:52:07.2268256","LightingService.exe","6180","CreateFile","C:\Windows\Microsoft.NET\Framework\v4.0.30319\clr.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"01:52:07.2268949","LightingService.exe","6180","QueryBasicInformationFile","C:\Windows\Microsoft.NET\Framework\v4.0.30319\clr.dll","SUCCESS","CreationTime: 26-11-2025 09:17:59, LastAccessTime: 16-08-2026 01:51:51, LastWriteTime: 17-09-2025 03:22:40, ChangeTime: 26-11-2025 09:18:43, FileAttributes: A"
"01:52:07.2269018","LightingService.exe","6180","Thread Create","","SUCCESS","Thread ID: 8244"
"01:52:07.2269156","LightingService.exe","6180","CloseFile","C:\Windows\Microsoft.NET\Framework\v4.0.30319\clr.dll","SUCCESS",""
"01:52:07.2269205","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files\ASUS\AuraSDK\AuraSdk_x86.dll","SUCCESS","AllocationSize: 884736, EndOfFile: 882072, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2269258","LightingService.exe","6180","CreateFileMapping","C:\Program Files\ASUS\AuraSDK\AuraSdk_x86.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_READONLY"
"01:52:07.2269398","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files\ASUS\AuraSDK\AuraSdk_x86.dll","SUCCESS","AllocationSize: 884736, EndOfFile: 882072, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2269455","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files\ASUS\AuraSDK\AuraSdk_x86.dll","SUCCESS",""
"01:52:07.2269469","LightingService.exe","6180","IRP_MJ_CLOSE","C:\Windows\Microsoft.NET\Framework\v4.0.30319\clr.dll","SUCCESS",""
"01:52:07.2269490","LightingService.exe","6180","CreateFileMapping","C:\Program Files\ASUS\AuraSDK\AuraSdk_x86.dll","SUCCESS","SyncType: SyncTypeOther"
"01:52:07.2269521","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files\ASUS\AuraSDK\AuraSdk_x86.dll","SUCCESS",""
"01:52:07.2269773","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files\ASUS\AuraSDK\AuraSdk_x86.dll","SUCCESS","AllocationSize: 884736, EndOfFile: 882072, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2269842","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files\ASUS\AuraSDK\AuraSdk_x86.dll","SUCCESS","AllocationSize: 884736, EndOfFile: 882072, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2269882","LightingService.exe","6180","CreateFileMapping","C:\Program Files\ASUS\AuraSDK\AuraSdk_x86.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_READONLY"
"01:52:07.2269916","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files\ASUS\AuraSDK\AuraSdk_x86.dll","SUCCESS","AllocationSize: 884736, EndOfFile: 882072, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2269952","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files\ASUS\AuraSDK\AuraSdk_x86.dll","SUCCESS",""
"01:52:07.2269979","LightingService.exe","6180","CreateFileMapping","C:\Program Files\ASUS\AuraSDK\AuraSdk_x86.dll","SUCCESS","SyncType: SyncTypeOther"
"01:52:07.2270008","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files\ASUS\AuraSDK\AuraSdk_x86.dll","SUCCESS",""
"01:52:07.2270043","LightingService.exe","6180","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\.NETFramework","SUCCESS",""
"01:52:07.2273242","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files\ASUS\AuraSDK\AuraSdk_x86.dll","SUCCESS","AllocationSize: 884736, EndOfFile: 882072, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2273289","LightingService.exe","6180","CreateFileMapping","C:\Program Files\ASUS\AuraSDK\AuraSdk_x86.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_READONLY"
"01:52:07.2273324","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files\ASUS\AuraSDK\AuraSdk_x86.dll","SUCCESS","AllocationSize: 884736, EndOfFile: 882072, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2273359","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files\ASUS\AuraSDK\AuraSdk_x86.dll","SUCCESS",""
"01:52:07.2273387","LightingService.exe","6180","CreateFileMapping","C:\Program Files\ASUS\AuraSDK\AuraSdk_x86.dll","SUCCESS","SyncType: SyncTypeOther"
"01:52:07.2273415","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files\ASUS\AuraSDK\AuraSdk_x86.dll","SUCCESS",""
"01:52:07.2274183","LightingService.exe","6180","ReadFile","C:\Program Files\ASUS\AuraSDK\AuraSdk_x86.dll","SUCCESS","Offset: 0, Length: 524288, Priority: Normal"
"01:52:07.2274570","LightingService.exe","6180","CreateFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Sequential Access, Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"01:52:07.2275296","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","AllocationSize: 53248, EndOfFile: 50480, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2275547","LightingService.exe","6180","CreateFileMapping","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_READONLY"
"01:52:07.2275736","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","AllocationSize: 53248, EndOfFile: 50480, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2275892","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:07.2276017","LightingService.exe","6180","CreateFileMapping","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","SyncType: SyncTypeOther"
"01:52:07.2276129","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:07.2276583","LightingService.exe","6180","CloseFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:07.2276856","LightingService.exe","6180","IRP_MJ_CLOSE","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:07.2278328","LightingService.exe","6180","CreateFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Sequential Access, Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"01:52:07.2278817","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","AllocationSize: 53248, EndOfFile: 50480, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2279000","LightingService.exe","6180","CreateFileMapping","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_READONLY"
"01:52:07.2279149","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","AllocationSize: 53248, EndOfFile: 50480, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2279287","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:07.2279393","LightingService.exe","6180","CreateFileMapping","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","SyncType: SyncTypeOther"
"01:52:07.2279497","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:07.2279819","LightingService.exe","6180","CloseFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:07.2280072","LightingService.exe","6180","IRP_MJ_CLOSE","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:07.2280734","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:07.2280889","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT","SUCCESS","Query: Name"
"01:52:07.2281157","LightingService.exe","6180","RegOpenKey","HKU\.DEFAULT\Software\Microsoft\.NETFramework","NAME NOT FOUND","Desired Access: Read"
"01:52:07.2281450","LightingService.exe","6180","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:07.2281563","LightingService.exe","6180","RegQueryKey","HKLM","SUCCESS","Query: Name"
"01:52:07.2281780","LightingService.exe","6180","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\.NETFramework","SUCCESS","Desired Access: Read"
"01:52:07.2282032","LightingService.exe","6180","RegSetInfoKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\.NETFramework","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"01:52:07.2283380","LightingService.exe","6180","CreateFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll.config","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a"
"01:52:07.2284599","LightingService.exe","6180","CreateFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Sequential Access, Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"01:52:07.2285046","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","AllocationSize: 53248, EndOfFile: 50480, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2285229","LightingService.exe","6180","CreateFileMapping","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_READONLY"
"01:52:07.2285376","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","AllocationSize: 53248, EndOfFile: 50480, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2285511","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:07.2285619","LightingService.exe","6180","CreateFileMapping","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","SyncType: SyncTypeOther"
"01:52:07.2285724","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:07.2286044","LightingService.exe","6180","CloseFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:07.2286361","LightingService.exe","6180","IRP_MJ_CLOSE","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:07.2287569","LightingService.exe","6180","CreateFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Sequential Access, Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"01:52:07.2288000","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","AllocationSize: 53248, EndOfFile: 50480, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2288170","LightingService.exe","6180","CreateFileMapping","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_READONLY"
"01:52:07.2288305","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","AllocationSize: 53248, EndOfFile: 50480, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2288435","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:07.2288540","LightingService.exe","6180","CreateFileMapping","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","SyncType: SyncTypeOther"
"01:52:07.2288643","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:07.2288919","LightingService.exe","6180","CloseFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:07.2289117","LightingService.exe","6180","IRP_MJ_CLOSE","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:07.2289567","LightingService.exe","6180","RegQueryKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\.NETFramework","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"01:52:07.2289728","LightingService.exe","6180","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\.NETFramework\Policy\Standards","SUCCESS","Desired Access: Read"
"01:52:07.2290242","LightingService.exe","6180","RegQueryKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\.NETFramework\policy\standards","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"01:52:07.2290371","LightingService.exe","6180","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\.NETFramework\policy\standards\v4.0.30319","NAME NOT FOUND","Desired Access: Read"
"01:52:07.2290576","LightingService.exe","6180","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\.NETFramework\policy\standards","SUCCESS",""
"01:52:07.2290875","LightingService.exe","6180","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:07.2290990","LightingService.exe","6180","RegQueryKey","HKLM","SUCCESS","Query: Name"
"01:52:07.2291206","LightingService.exe","6180","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Fusion","SUCCESS","Desired Access: Read"
"01:52:07.2291412","LightingService.exe","6180","RegSetInfoKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Fusion","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"01:52:07.2291563","LightingService.exe","6180","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Fusion\NoClientChecks","NAME NOT FOUND","Length: 16"
"01:52:07.2291730","LightingService.exe","6180","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Fusion","SUCCESS",""
"01:52:07.2293067","LightingService.exe","6180","QueryOpen","C:\Windows\Microsoft.NET\Framework\v4.0.30319\clr.dll","FAST IO DISALLOWED",""
"01:52:07.2293569","LightingService.exe","6180","CreateFile","C:\Windows\Microsoft.NET\Framework\v4.0.30319\clr.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"01:52:07.2293927","LightingService.exe","6180","QueryBasicInformationFile","C:\Windows\Microsoft.NET\Framework\v4.0.30319\clr.dll","SUCCESS","CreationTime: 26-11-2025 09:17:59, LastAccessTime: 16-08-2026 01:51:51, LastWriteTime: 17-09-2025 03:22:40, ChangeTime: 26-11-2025 09:18:43, FileAttributes: A"
"01:52:07.2294027","LightingService.exe","6180","CloseFile","C:\Windows\Microsoft.NET\Framework\v4.0.30319\clr.dll","SUCCESS",""
"01:52:07.2294161","LightingService.exe","6180","IRP_MJ_CLOSE","C:\Windows\Microsoft.NET\Framework\v4.0.30319\clr.dll","SUCCESS",""
"01:52:07.2294399","LightingService.exe","6180","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\MUI\Settings","REPARSE","Desired Access: Read"
"01:52:07.2294530","LightingService.exe","6180","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"01:52:07.2294682","LightingService.exe","6180","RegOpenKey","HKU\S-1-5-18","REPARSE","Desired Access: Maximum Allowed"
"01:52:07.2294789","LightingService.exe","6180","RegOpenKey","HKU\.DEFAULT","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"01:52:07.2294944","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:07.2295011","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT","SUCCESS","Query: Name"
"01:52:07.2295107","LightingService.exe","6180","RegOpenKey","HKU\.DEFAULT\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"01:52:07.2295236","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:07.2295298","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT","SUCCESS","Query: Name"
"01:52:07.2295391","LightingService.exe","6180","RegOpenKey","HKU\.DEFAULT\Control Panel\Desktop","SUCCESS","Desired Access: Read"
"01:52:07.2295497","LightingService.exe","6180","RegSetInfoKey","HKU\.DEFAULT\Control Panel\Desktop","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"01:52:07.2295573","LightingService.exe","6180","RegQueryValue","HKU\.DEFAULT\Control Panel\Desktop\PreferredUILanguages","NAME NOT FOUND","Length: 12"
"01:52:07.2295669","LightingService.exe","6180","RegCloseKey","HKU\.DEFAULT\Control Panel\Desktop","SUCCESS",""
"01:52:07.2295745","LightingService.exe","6180","RegCloseKey","HKU\.DEFAULT","SUCCESS",""
"01:52:07.2295846","LightingService.exe","6180","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\MUI\Settings","REPARSE","Desired Access: Read"
"01:52:07.2295940","LightingService.exe","6180","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"01:52:07.2296055","LightingService.exe","6180","RegOpenKey","HKU\S-1-5-18","REPARSE","Desired Access: Maximum Allowed"
"01:52:07.2296138","LightingService.exe","6180","RegOpenKey","HKU\.DEFAULT","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"01:52:07.2296257","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:07.2296321","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT","SUCCESS","Query: Name"
"01:52:07.2296410","LightingService.exe","6180","RegOpenKey","HKU\.DEFAULT\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"01:52:07.2296521","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:07.2296583","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT","SUCCESS","Query: Name"
"01:52:07.2296669","LightingService.exe","6180","RegOpenKey","HKU\.DEFAULT\Control Panel\Desktop\LanguageConfiguration","NAME NOT FOUND","Desired Access: Read"
"01:52:07.2296781","LightingService.exe","6180","RegCloseKey","HKU\.DEFAULT","SUCCESS",""
"01:52:07.2297650","LightingService.exe","6180","QueryOpen","C:\Windows\Microsoft.NET\Framework\v4.0.30319\clr.dll","FAST IO DISALLOWED",""
"01:52:07.2298149","LightingService.exe","6180","CreateFile","C:\Windows\Microsoft.NET\Framework\v4.0.30319\clr.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"01:52:07.2298474","LightingService.exe","6180","QueryBasicInformationFile","C:\Windows\Microsoft.NET\Framework\v4.0.30319\clr.dll","SUCCESS","CreationTime: 26-11-2025 09:17:59, LastAccessTime: 16-08-2026 01:51:51, LastWriteTime: 17-09-2025 03:22:40, ChangeTime: 26-11-2025 09:18:43, FileAttributes: A"
"01:52:07.2298566","LightingService.exe","6180","CloseFile","C:\Windows\Microsoft.NET\Framework\v4.0.30319\clr.dll","SUCCESS",""
"01:52:07.2298696","LightingService.exe","6180","IRP_MJ_CLOSE","C:\Windows\Microsoft.NET\Framework\v4.0.30319\clr.dll","SUCCESS",""
"01:52:07.2298967","LightingService.exe","6180","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\.NETFramework","SUCCESS",""
"01:52:07.2320177","LightingService.exe","6180","RegQueryKey","HKU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:07.2320239","LightingService.exe","6180","RegQueryKey","HKU","SUCCESS","Query: Name"
"01:52:07.2320328","LightingService.exe","6180","RegOpenKey","HKU\S-1-5-18","REPARSE","Desired Access: Maximum Allowed"
"01:52:07.2320402","LightingService.exe","6180","RegOpenKey","HKU\.DEFAULT","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"01:52:07.2320487","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:07.2320520","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT","SUCCESS","Query: Name"
"01:52:07.2320576","LightingService.exe","6180","RegOpenKey","HKU\.DEFAULT\Software\Microsoft\SystemCertificates\Disallowed\PhysicalStores","NAME NOT FOUND","Desired Access: Read"
"01:52:07.2320667","LightingService.exe","6180","RegCloseKey","HKU\.DEFAULT","SUCCESS",""
"01:52:07.2320808","LightingService.exe","6180","RegQueryKey","HKU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:07.2320840","LightingService.exe","6180","RegQueryKey","HKU","SUCCESS","Query: Name"
"01:52:07.2320890","LightingService.exe","6180","RegOpenKey","HKU\S-1-5-18","REPARSE","Desired Access: Maximum Allowed"
"01:52:07.2320933","LightingService.exe","6180","RegOpenKey","HKU\.DEFAULT","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"01:52:07.2320997","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:07.2321030","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT","SUCCESS","Query: Name"
"01:52:07.2321090","LightingService.exe","6180","RegCreateKey","HKU\.DEFAULT\Software\Microsoft\SystemCertificates\Disallowed","SUCCESS","Desired Access: Read/Write, Delete, Disposition: REG_OPENED_EXISTING_KEY"
"01:52:07.2321231","LightingService.exe","6180","RegSetInfoKey","HKU\.DEFAULT\Software\Microsoft\SystemCertificates\Disallowed","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"01:52:07.2321276","LightingService.exe","6180","RegCloseKey","HKU\.DEFAULT","SUCCESS",""
"01:52:07.2321315","LightingService.exe","6180","RegCloseKey","HKU\.DEFAULT\Software\Microsoft\SystemCertificates\Disallowed","SUCCESS",""
"01:52:07.2321373","LightingService.exe","6180","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:07.2321404","LightingService.exe","6180","RegQueryKey","HKLM","SUCCESS","Query: Name"
"01:52:07.2321470","LightingService.exe","6180","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\SystemCertificates\TrustedPublisher\Safer","REPARSE","Desired Access: Read"
"01:52:07.2321527","LightingService.exe","6180","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\SystemCertificates\TrustedPublisher\Safer","NAME NOT FOUND","Desired Access: Read"
"01:52:07.2321621","LightingService.exe","6180","RegQueryKey","HKU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:07.2321650","LightingService.exe","6180","RegQueryKey","HKU","SUCCESS","Query: Name"
"01:52:07.2321697","LightingService.exe","6180","RegOpenKey","HKU\S-1-5-18","REPARSE","Desired Access: Maximum Allowed"
"01:52:07.2321737","LightingService.exe","6180","RegOpenKey","HKU\.DEFAULT","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"01:52:07.2321794","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:07.2321825","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT","SUCCESS","Query: Name"
"01:52:07.2321875","LightingService.exe","6180","RegOpenKey","HKU\.DEFAULT\Software\Policies\Microsoft\SystemCertificates\TrustedPublisher\Safer","NAME NOT FOUND","Desired Access: Read"
"01:52:07.2321930","LightingService.exe","6180","RegCloseKey","HKU\.DEFAULT","SUCCESS",""
"01:52:07.2321976","LightingService.exe","6180","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:07.2322006","LightingService.exe","6180","RegQueryKey","HKLM","SUCCESS","Query: Name"
"01:52:07.2322062","LightingService.exe","6180","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\SystemCertificates\TrustedPublisher\Safer","REPARSE","Desired Access: Read"
"01:52:07.2322111","LightingService.exe","6180","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\TrustedPublisher\Safer","NAME NOT FOUND","Desired Access: Read"
